record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
8212,8,15,1983,14,OT,M,20.257340358705733,24.0
8213,8,15,1983,13,DS,M,46.146114964298036,133.0
8214,8,15,1983,24,NL,F,,208.0
8215,8,15,1983,12,NL,M,34.480624303119775,187.0
8216,8,16,1983,3,PP,F,19.768192260623742,14.0
8217,8,16,1983,5,OL,M,21.482934152300682,37.0
8218,8,16,1983,1,DO,M,31.977459096904752,42.0
8219,8,16,1983,4,DM,F,33.78060594648575,38.0
8220,8,16,1983,11,PF,M,14.108677378875237,7.0
8221,8,16,1983,8,DO,M,32.28747382246669,48.0
8222,8,16,1983,3,OL,M,20.02215130055847,31.0
8223,8,16,1983,8,PF,F,14.932667003864292,8.0
8224,8,16,1983,2,DS,M,51.2627181133379,152.0
8225,8,16,1983,4,SS,,,
8226,8,16,1983,11,PF,F,15.622525035975341,7.0
8227,8,16,1983,7,RM,F,15.737263763397765,14.0
8228,8,16,1983,1,DM,F,36.57831469056459,34.0
8229,8,16,1983,5,DS,M,47.38876917658739,120.0
8230,8,16,1983,3,PF,F,13.727164642864143,7.0
8231,8,16,1983,9,OT,F,22.297812626139713,26.0
8232,8,16,1983,4,DS,M,49.11507954172661,131.0
8233,8,16,1983,6,NL,F,30.335067752582532,120.0
8234,8,16,1983,11,DM,M,36.012938056672155,38.0
8235,8,16,1983,2,DM,M,32.98160585360201,38.0
8236,8,16,1983,3,OT,F,22.43481338441093,22.0
8237,8,16,1983,5,DM,M,33.794827416360576,44.0
8238,8,16,1983,11,DM,M,36.7582960090668,40.0
8239,8,16,1983,1,DM,F,35.35919304908516,38.0
8240,8,16,1983,9,PF,M,14.554198886274838,8.0
8241,8,16,1983,2,DS,M,48.35890261057309,130.0
8242,8,16,1983,1,DM,F,34.21211893817721,34.0
8243,8,16,1983,1,DS,M,53.3891824058975,129.0
8244,8,16,1983,1,OT,F,22.699734667221357,25.0
8245,8,16,1983,4,DM,M,35.074596667586775,31.0
8246,8,16,1983,7,PM,M,19.812364007611013,20.0
8247,8,16,1983,1,DM,M,31.90119169256647,26.0
8248,8,16,1983,11,NL,M,34.122605765468755,185.0
8249,8,16,1983,9,DM,F,36.362501913877246,35.0
8250,8,16,1983,4,DS,F,48.34193187072559,124.0
8251,8,16,1983,8,DS,F,50.70972363909108,127.0
8252,8,16,1983,6,PP,F,23.262195123458696,12.0
8253,8,16,1983,5,DM,M,37.10576066162495,46.0
8254,8,16,1983,6,PF,F,15.980460627000186,8.0
8255,8,16,1983,9,PP,F,19.124744558685702,18.0
8256,8,16,1983,1,OT,M,23.235543255787643,26.0
8257,8,16,1983,3,PF,M,13.892552156143877,10.0
8258,8,16,1983,1,DS,M,50.75435217094373,150.0
8259,8,16,1983,4,PP,F,19.69985798633323,11.0
8260,8,16,1983,6,DM,F,36.67478768955405,28.0
8261,8,16,1983,5,DM,F,31.476922646873806,21.0
8262,8,16,1983,9,PP,M,23.975347379362045,18.0
8263,8,16,1983,2,NL,F,35.29324094311771,147.0
8264,8,16,1983,11,DM,F,35.89556030009559,29.0
8265,8,16,1983,15,NL,F,32.49644248733452,145.0
8266,8,16,1983,1,DM,M,36.73875518947673,30.0
8267,8,16,1983,11,DS,F,50.798393400895954,127.0
8268,8,16,1983,9,DM,F,30.674604273149427,36.0
8269,8,16,1983,11,DM,M,35.820763416190374,45.0
8270,8,16,1983,10,,,,
8271,9,10,1983,12,DS,M,51.320839656423644,129.0
8272,9,10,1983,13,NL,F,36.584016270392624,141.0
8273,9,10,1983,14,DS,F,48.08043339287914,128.0
8274,9,10,1983,17,DM,F,36.81630208923977,25.0
8275,9,10,1983,17,DM,M,38.01640012805704,41.0
8276,9,10,1983,19,PM,M,21.67375288934782,24.0
8277,9,10,1983,12,NL,F,29.191734058551038,158.0
8278,9,10,1983,20,DO,M,36.53239394436858,49.0
8279,9,10,1983,24,NL,F,29.097807915862596,148.0
8280,9,10,1983,20,DS,F,50.487325355114805,122.0
8281,9,10,1983,17,SA,,,
8282,9,10,1983,24,DO,F,36.02614920636713,45.0
8283,9,10,1983,12,PP,F,21.37294966644407,14.0
8284,9,10,1983,22,DM,F,38.538585351264054,43.0
8285,9,10,1983,16,NL,F,36.571670289055874,152.0
8286,9,10,1983,18,DM,M,39.493425617311125,42.0
8287,9,10,1983,20,NL,F,36.588525847299664,146.0
8288,9,10,1983,19,NL,F,30.888680168226276,139.0
8289,9,10,1983,20,AB,,,
8290,9,10,1983,24,DM,F,36.059921433009585,37.0
8291,9,10,1983,22,DS,M,48.77990965388149,138.0
8292,9,10,1983,13,NL,F,37.10230118476049,156.0
8293,9,10,1983,12,DO,F,36.93158074151787,50.0
8294,9,10,1983,17,DS,M,47.68359795059299,128.0
8295,9,10,1983,18,NL,M,31.81169389696329,248.0
8296,9,10,1983,23,PF,M,14.37019194582418,7.0
8297,9,10,1983,17,DM,F,38.029101003110554,37.0
8298,9,10,1983,17,SA,,,
8299,9,10,1983,12,DO,F,33.45229089996809,51.0
8300,9,10,1983,22,SA,,,
8301,9,10,1983,12,DM,F,38.19751721882571,45.0
8302,9,10,1983,14,DM,M,38.01747302497022,48.0
8303,9,10,1983,16,PE,M,20.105264155105043,20.0
8304,9,10,1983,14,DO,F,33.46309295949595,43.0
8305,9,10,1983,18,DS,M,47.909506983310315,126.0
8306,9,10,1983,22,DS,F,48.37132672447096,102.0
8307,9,10,1983,14,SS,,,
8308,9,10,1983,22,DM,F,33.73453367667338,36.0
8309,9,10,1983,20,DM,F,33.13140096716323,48.0
8310,9,10,1983,23,RM,F,17.277998533598424,13.0
8311,9,10,1983,22,DS,M,50.37049952927841,130.0
8312,9,10,1983,24,SA,,,
8313,9,10,1983,19,PE,F,22.2565616409664,19.0
8314,9,10,1983,12,SA,,,
8315,9,10,1983,20,DM,M,39.05312552389132,36.0
8316,9,10,1983,12,DM,F,36.63661788536528,36.0
8317,9,10,1983,20,NL,F,29.34701521738423,168.0
8318,9,10,1983,17,DM,F,35.551226402580696,38.0
8319,9,10,1983,20,SS,,,
8320,9,10,1983,13,DM,F,37.14928248568357,43.0
8321,9,10,1983,24,DM,F,35.729178080084644,33.0
8322,9,10,1983,14,DM,F,39.164586127334395,44.0
8323,9,10,1983,17,NL,F,36.45081364085909,180.0
8324,9,10,1983,17,NL,F,32.62836175495999,71.0
8325,9,10,1983,12,DO,F,30.447220896495033,37.0
8326,9,10,1983,14,NL,M,37.85102386194117,151.0
8327,9,10,1983,19,PM,M,19.061528090426865,21.0
8328,9,10,1983,24,DM,F,37.87871888047946,40.0
8329,9,10,1983,22,DM,M,39.13866244448022,51.0
8330,9,10,1983,12,OT,F,17.66274352107966,25.0
8331,9,10,1983,20,DS,M,51.24393962632543,146.0
8332,9,10,1983,14,DO,F,31.80457887147709,48.0
8333,9,10,1983,18,DM,F,37.46980063025622,42.0
8334,9,10,1983,12,DM,F,31.663898432248693,40.0
8335,9,10,1983,23,OT,M,22.61512070604669,18.0
8336,9,10,1983,20,NL,F,32.46633572801846,177.0
8337,9,10,1983,21,,,,
8338,9,11,1983,11,PF,F,17.63135390673509,7.0
8339,9,11,1983,2,DM,M,33.61081734401749,38.0
8340,9,11,1983,3,OL,F,17.851315525688822,26.0
8341,9,11,1983,8,DO,M,35.98308313551233,50.0
8342,9,11,1983,3,OL,M,21.146602625887358,32.0
8343,9,11,1983,11,DS,M,50.492046954583024,132.0
8344,9,11,1983,8,DS,M,53.59314157288343,130.0
8345,9,11,1983,2,SS,,,
8346,9,11,1983,5,DS,M,47.77200326739739,118.0
8347,9,11,1983,2,DS,M,52.4600386403496,145.0
8348,9,11,1983,10,RM,M,18.02892409790367,9.0
8349,9,11,1983,1,DM,F,33.77681021101551,40.0
8350,9,11,1983,3,PP,F,22.596339014622814,13.0
8351,9,11,1983,9,PP,F,20.174042650196977,13.0
8352,9,11,1983,11,DO,M,37.77499878250511,43.0
8353,9,11,1983,8,PF,F,16.191337740908885,7.0
8354,9,11,1983,1,DO,M,33.74946860890732,42.0
8355,9,11,1983,2,DS,F,53.88720522575013,149.0
8356,9,11,1983,5,DM,M,38.97807301540787,51.0
8357,9,11,1983,4,NL,F,27.775553116963817,196.0
8358,9,11,1983,8,DS,F,47.11379578813757,132.0
8359,9,11,1983,2,DM,F,35.370983773111604,42.0
8360,9,11,1983,11,SA,,,
8361,9,11,1983,4,DS,M,52.053407082460865,126.0
8362,9,11,1983,6,DM,F,30.738145492369014,37.0
8363,9,11,1983,11,DO,F,35.87143880112733,49.0
8364,9,11,1983,15,NL,F,30.291849164268875,146.0
8365,9,11,1983,5,DM,M,36.543279862601686,48.0
8366,9,11,1983,11,DM,M,34.83750069650934,43.0
8367,9,11,1983,11,DM,F,35.22774142040851,38.0
8368,9,11,1983,7,RM,F,17.729418067714914,13.0
8369,9,11,1983,6,DS,F,46.413858151823156,79.0
8370,9,11,1983,11,DM,M,38.54116092259618,44.0
8371,9,11,1983,1,DS,F,47.81227644847087,137.0
8372,9,11,1983,2,OT,F,14.807847740456033,24.0
8373,9,11,1983,2,DS,M,51.136339826226,128.0
8374,9,11,1983,11,DO,F,39.52275839746792,43.0
8375,9,11,1983,1,DM,F,35.07128909177149,38.0
8376,9,11,1983,6,NL,F,33.55717864809798,139.0
8377,9,11,1983,7,RM,F,16.120113891878656,13.0
8378,9,11,1983,1,NL,M,36.0912351459843,205.0
8379,9,11,1983,1,DM,F,33.621325520739816,32.0
8380,9,11,1983,5,OL,F,19.565748859497948,34.0
8381,9,11,1983,8,DS,F,52.03194437894105,124.0
8382,9,11,1983,11,PF,M,13.02464953744285,7.0
8383,9,11,1983,8,SA,,,
8384,9,11,1983,1,PF,M,17.924048777221024,7.0
8385,9,11,1983,6,DS,M,54.61080208765131,144.0
8386,9,11,1983,5,SS,,,
8387,9,11,1983,2,NL,F,34.95505394222332,138.0
8388,9,11,1983,11,DS,F,48.62246322968368,94.0
8389,9,11,1983,9,DS,F,51.36789095446957,122.0
8390,9,11,1983,15,OT,M,17.098083371966823,24.0
8391,9,11,1983,5,DM,F,31.74670592962055,37.0
8392,9,11,1983,8,DO,M,33.42415207921616,50.0
8393,9,11,1983,7,PM,M,21.53425096596284,20.0
8394,9,11,1983,2,NL,F,30.229954105068234,161.0
8395,9,11,1983,11,DM,F,36.26059930589859,36.0
8396,9,11,1983,5,DM,F,35.045206165581526,30.0
8397,9,11,1983,6,PF,M,13.282309300887489,8.0
8398,9,11,1983,9,NL,,,141.0
8399,9,11,1983,1,DM,M,34.36488091347707,37.0
8400,9,11,1983,15,PP,F,20.441472581651652,14.0
8401,9,11,1983,11,DO,F,32.5102779968547,39.0
8402,9,11,1983,1,DM,F,36.87264207190336,39.0
8403,9,11,1983,4,AB,,,
8404,9,11,1983,6,PP,F,19.68552156474954,17.0
8405,9,11,1983,2,PP,F,23.372892213669353,18.0
8406,9,11,1983,6,DO,F,35.980733100684766,55.0
8407,9,11,1983,2,NL,M,29.052009744334878,148.0
8408,9,11,1983,5,DM,M,39.11857297830498,48.0
8409,9,11,1983,6,OL,F,20.325852534038134,28.0
8410,9,11,1983,11,NL,M,38.602542646181654,175.0
8411,9,11,1983,4,DS,F,48.69389983064124,122.0
8412,9,11,1983,1,DS,M,50.23296347968423,146.0
8413,9,11,1983,2,DM,M,34.27576585654474,43.0
8414,9,11,1983,8,DS,M,48.435442325828284,112.0
8415,9,11,1983,4,DM,F,33.240340076131034,41.0
8416,9,11,1983,11,DS,F,52.963820845101395,125.0
8417,9,11,1983,10,SS,,,
8418,9,11,1983,9,DM,F,31.500868726708724,39.0
8419,10,15,1983,18,DS,M,47.6823415615393,130.0
8420,10,15,1983,15,PM,M,22.71551225945504,22.0
8421,10,15,1983,20,DS,F,47.53399887027858,122.0
8422,10,15,1983,18,OL,F,21.31755177973602,33.0
8423,10,15,1983,22,PF,M,15.801863186516409,6.0
8424,10,15,1983,13,NL,F,35.110720941565155,164.0
8425,10,15,1983,17,PF,M,17.24494214653877,7.0
8426,10,15,1983,20,DS,M,,136.0
8427,10,15,1983,18,NL,M,34.89201949845461,256.0
8428,10,15,1983,19,RM,F,14.946253913683606,6.0
8429,10,15,1983,22,DS,M,47.0829370238988,135.0
8430,10,15,1983,22,DM,F,38.54605251988891,41.0
8431,10,15,1983,18,DO,F,35.21685231740443,33.0
8432,10,15,1983,17,DM,M,34.1014930841988,40.0
8433,10,15,1983,15,CB,,,
8434,10,15,1983,18,DM,M,34.62049084127871,42.0
8435,10,15,1983,13,DS,M,51.88601072601538,119.0
8436,10,15,1983,22,DS,F,49.748616036526116,126.0
8437,10,15,1983,17,DM,F,33.582952774474506,39.0
8438,10,15,1983,18,DO,M,30.58713251604888,44.0
8439,10,15,1983,22,DS,F,49.815863748820526,105.0
8440,10,15,1983,14,OL,M,18.50449703163584,38.0
8441,10,15,1983,17,DM,F,38.67411269719687,43.0
8442,10,15,1983,13,CB,,,
8443,10,15,1983,22,NL,,,
8444,10,15,1983,19,RM,M,16.75399547846687,8.0
8445,10,15,1983,20,DO,M,33.883183818386094,51.0
8446,10,15,1983,17,DM,F,36.99552692831834,36.0
8447,10,15,1983,17,DS,M,51.18067566486144,125.0
8448,10,15,1983,18,OT,F,21.47746798820315,26.0
8449,10,15,1983,19,OT,F,19.86409783692986,25.0
8450,10,15,1983,17,OT,F,21.569263235596818,29.0
8451,10,15,1983,18,DS,,,127.0
8452,10,15,1983,19,PM,M,17.643168942525172,23.0
8453,10,15,1983,22,DM,M,39.304640762418074,38.0
8454,10,15,1983,18,DM,F,33.920720601146094,38.0
8455,10,15,1983,22,DM,F,35.24047851425579,39.0
8456,10,15,1983,15,NL,M,33.38197517797188,233.0
8457,10,15,1983,22,DM,F,36.70583903007432,38.0
8458,10,15,1983,14,DM,F,34.55788328052333,40.0
8459,10,15,1983,17,OT,F,22.671647044865978,23.0
8460,10,15,1983,20,DM,F,33.37877682507396,42.0
8461,10,15,1983,18,DM,F,35.21381335303054,43.0
8462,10,15,1983,21,PF,F,18.24384442818248,7.0
8463,10,15,1983,14,DO,F,33.46204474713041,46.0
8464,10,15,1983,17,DO,M,36.91668738797226,53.0
8465,10,15,1983,19,PE,F,21.186736720244188,17.0
8466,10,15,1983,19,PE,M,19.00049064042519,20.0
8467,10,15,1983,20,DS,M,49.271199980485605,150.0
8468,10,15,1983,13,DS,,,132.0
8469,10,15,1983,22,DM,M,34.457648479234464,46.0
8470,10,15,1983,21,NL,F,28.073116444702073,131.0
8471,10,15,1983,13,DM,F,36.89633999673272,45.0
8472,10,15,1983,14,DM,M,39.12227262307786,43.0
8473,10,15,1983,14,OT,M,21.130505317972812,25.0
8474,10,15,1983,7,,,,
8475,10,15,1983,8,,,,
8476,10,15,1983,10,,,,
8477,10,15,1983,16,,,,
8478,10,15,1983,23,,,,
8479,10,16,1983,2,DS,F,54.19607471443149,144.0
8480,10,16,1983,3,NL,M,36.98792716168362,226.0
8481,10,16,1983,11,DO,M,34.87408747854005,34.0
8482,10,16,1983,11,DM,F,30.87172449660079,37.0
8483,10,16,1983,4,DM,M,34.14789216911958,37.0
8484,10,16,1983,5,NL,M,32.106997046070646,184.0
8485,10,16,1983,11,DS,F,48.885035890331736,91.0
8486,10,16,1983,9,DS,F,50.0139962064678,105.0
8487,10,16,1983,1,NL,M,28.301778814613854,207.0
8488,10,16,1983,24,DM,F,34.7431257654729,35.0
8489,10,16,1983,12,OT,F,22.419009545859826,28.0
8490,10,16,1983,2,OT,F,16.450563618514877,26.0
8491,10,16,1983,12,DS,M,52.859365182938085,136.0
8492,10,16,1983,9,DO,F,36.308390113332436,54.0
8493,10,16,1983,9,DO,M,34.9186153707477,46.0
8494,10,16,1983,2,DM,M,30.617851302912403,37.0
8495,10,16,1983,4,DS,M,52.80952905221067,127.0
8496,10,16,1983,1,DM,M,31.062082047992234,38.0
8497,10,16,1983,12,NL,F,27.287694574318447,165.0
8498,10,16,1983,9,DS,M,48.795164742077844,112.0
8499,10,16,1983,2,DS,M,50.430008412687926,151.0
8500,10,16,1983,12,OT,M,18.661561141264404,27.0
8501,10,16,1983,1,DM,F,35.5332907812303,36.0
8502,10,16,1983,24,NL,F,36.25310907850568,188.0
8503,10,16,1983,24,DO,F,34.59734676647857,40.0
8504,10,16,1983,11,DM,F,33.091069341763884,37.0
8505,10,16,1983,12,DO,M,35.23104177670661,47.0
8506,10,16,1983,2,OT,M,17.565650921377504,24.0
8507,10,16,1983,5,DM,M,35.42630252849751,47.0
8508,10,16,1983,12,DM,F,35.71018430694068,37.0
8509,10,16,1983,9,DM,F,37.211611571759484,38.0
8510,10,16,1983,1,DS,F,49.38776476098418,134.0
8511,10,16,1983,2,DS,M,51.97040971331738,126.0
8512,10,16,1983,1,DM,F,34.44742647273741,38.0
8513,10,16,1983,1,DS,F,48.80199712649008,131.0
8514,10,16,1983,2,NL,F,31.516093939704575,151.0
8515,10,16,1983,2,DS,F,47.167865907501266,137.0
8516,10,16,1983,6,NL,F,32.61233443244333,158.0
8517,10,16,1983,4,DS,F,50.021972955262456,
8518,10,16,1983,5,DM,F,32.35971839869471,37.0
8519,10,16,1983,12,DM,F,34.05282148813704,42.0
8520,10,16,1983,11,RM,M,14.651743368951221,9.0
8521,10,16,1983,11,DM,M,35.501743106840095,40.0
8522,10,16,1983,2,DO,M,33.51646457499305,53.0
8523,10,16,1983,5,DM,M,32.83297232934158,43.0
8524,10,16,1983,12,DM,F,36.12457028645616,40.0
8525,10,16,1983,11,DS,F,50.49580549786988,125.0
8526,10,16,1983,6,DM,F,30.42173954808917,34.0
8527,10,16,1983,24,PM,M,19.722053442232138,25.0
8528,10,16,1983,12,OT,M,22.321815732170773,26.0
8529,10,16,1983,9,DS,F,49.59544342764846,118.0
8530,10,16,1983,4,DO,F,33.05203958397544,34.0
8531,10,16,1983,9,DO,M,33.21053758154154,38.0
8532,10,16,1983,3,DM,F,34.96663997661035,42.0
8533,10,16,1983,5,DM,M,36.70050670191894,35.0
8534,10,16,1983,9,DS,F,51.00793063647461,119.0
8535,10,16,1983,11,DO,M,38.58026258441051,44.0
8536,10,16,1983,9,DM,F,35.65399162114584,36.0
8537,10,16,1983,1,DM,M,31.99926658959373,36.0
8538,10,16,1983,4,DM,F,36.92613572132436,36.0
8539,10,16,1983,9,DS,M,50.964787781626946,134.0
8540,10,16,1983,4,DS,F,49.907759427777385,91.0
8541,10,16,1983,6,DS,M,53.75549698057222,142.0
8542,10,16,1983,9,DS,M,,129.0
8543,10,16,1983,2,NL,F,34.73049654266237,175.0
8544,10,16,1983,1,PP,F,19.36241690260772,12.0
8545,10,16,1983,3,OL,M,18.953131528112326,33.0
8546,10,16,1983,5,DM,M,32.98767886575539,44.0
8547,10,16,1983,24,DM,F,37.163403042064054,39.0
8548,10,16,1983,11,DM,F,30.710105453578592,31.0
8549,10,16,1983,1,DS,M,52.21246907059663,151.0
8550,10,16,1983,9,DO,M,33.20230893413904,50.0
8551,10,16,1983,5,DS,M,45.247222732321525,122.0
8552,10,16,1983,24,DM,F,33.623778352280134,44.0
8553,10,16,1983,12,DM,F,35.78524804516883,37.0
8554,10,16,1983,24,NL,F,26.57732032622406,161.0
8555,10,16,1983,11,DM,F,36.654856958562405,33.0
8556,11,12,1983,22,DM,M,36.45026239259012,40.0
8557,11,12,1983,21,OT,M,19.846814132235732,25.0
8558,11,12,1983,13,OT,F,20.686812645294808,27.0
8559,11,12,1983,19,PF,M,14.34035091457002,6.0
8560,11,12,1983,20,DS,F,52.89073253175596,123.0
8561,11,12,1983,13,NL,F,27.946532849566953,169.0
8562,11,12,1983,13,DS,M,49.95280716245427,118.0
8563,11,12,1983,12,DM,F,37.32022018556338,38.0
8564,11,12,1983,24,NL,F,27.35509644268376,195.0
8565,11,12,1983,17,DM,F,38.604910005603976,37.0
8566,11,12,1983,18,OT,F,24.277351562891376,28.0
8567,11,12,1983,12,DS,M,50.426633391922174,132.0
8568,11,12,1983,13,DS,F,50.289344980428055,126.0
8569,11,12,1983,22,DM,F,38.096790895499716,38.0
8570,11,12,1983,13,OT,M,21.05301506280977,24.0
8571,11,12,1983,14,DS,M,50.77181742307656,105.0
8572,11,12,1983,18,DM,F,31.46745447420078,33.0
8573,11,12,1983,13,DM,F,33.49535340620125,37.0
8574,11,12,1983,21,RM,F,13.574045756914284,9.0
8575,11,12,1983,24,OT,F,23.627264904092463,23.0
8576,11,12,1983,24,PM,F,17.470645757602203,23.0
8577,11,12,1983,12,DO,F,38.05633571419499,47.0
8578,11,12,1983,13,OL,M,22.5539222720258,37.0
8579,11,12,1983,24,DO,F,32.1855364341343,42.0
8580,11,12,1983,21,OT,F,22.530735025163754,23.0
8581,11,12,1983,23,RM,M,15.338859437301187,9.0
8582,11,12,1983,20,DO,M,32.17042044442417,49.0
8583,11,12,1983,14,OT,M,21.604065795741235,28.0
8584,11,12,1983,22,DS,F,49.82462228612645,103.0
8585,11,12,1983,16,PM,M,20.088100419756255,21.0
8586,11,12,1983,21,RM,M,13.682808048717458,8.0
8587,11,12,1983,18,DO,M,33.787017351705884,42.0
8588,11,12,1983,12,DO,M,37.93863554161045,50.0
8589,11,12,1983,20,DM,F,33.947700871638204,42.0
8590,11,12,1983,13,OL,F,23.452548061467127,31.0
8591,11,12,1983,18,DS,F,50.87724201149414,116.0
8592,11,12,1983,12,DO,F,31.38427970291829,47.0
8593,11,12,1983,24,RM,M,15.952776089222505,10.0
8594,11,12,1983,22,DM,F,33.45923199158738,36.0
8595,11,12,1983,17,DM,M,39.30588627158935,38.0
8596,11,12,1983,21,OT,F,22.99026181309991,29.0
8597,11,12,1983,14,DM,M,33.64562393372217,40.0
8598,11,12,1983,18,DM,M,34.940122496711055,40.0
8599,11,12,1983,12,DO,M,39.14324136430356,48.0
8600,11,12,1983,22,DS,M,50.792059969898936,129.0
8601,11,12,1983,17,DM,F,32.2331516354123,34.0
8602,11,12,1983,12,OL,M,18.5969798323118,33.0
8603,11,12,1983,12,DO,M,36.7462553863645,46.0
8604,11,12,1983,24,DM,F,38.738442606714194,38.0
8605,11,12,1983,18,DM,F,34.841535263129266,37.0
8606,11,12,1983,12,OT,F,16.58417207111538,28.0
8607,11,12,1983,22,DS,M,47.58233317429638,128.0
8608,11,12,1983,12,DO,F,31.939508168928416,38.0
8609,11,12,1983,22,DM,F,33.81276776190215,38.0
8610,11,12,1983,23,RM,F,14.636769296240248,11.0
8611,11,12,1983,12,DM,F,38.82340983535996,37.0
8612,11,12,1983,22,PF,M,14.977888024993774,6.0
8613,11,12,1983,14,DO,F,34.854284642988645,44.0
8614,11,12,1983,17,DS,M,48.614877956233805,123.0
8615,11,12,1983,12,DM,M,35.71575165912717,43.0
8616,11,12,1983,22,OT,F,18.796928165843916,24.0
8617,11,12,1983,12,DM,F,34.08545211601495,31.0
8618,11,12,1983,22,DM,M,35.8126012733283,43.0
8619,11,12,1983,12,DM,M,37.015032253635084,39.0
8620,11,12,1983,13,DM,F,37.16136776034181,42.0
8621,11,12,1983,24,NL,M,36.752047177996594,199.0
8622,11,12,1983,12,DS,F,53.8880611173597,123.0
8623,11,12,1983,12,DS,M,51.92381362057986,125.0
8624,11,12,1983,24,NL,F,35.54114852227116,178.0
8625,11,12,1983,21,PF,F,16.493393506522736,6.0
8626,11,12,1983,20,DS,,,152.0
8627,11,13,1983,2,DS,F,52.656300312079,132.0
8628,11,13,1983,3,RM,M,16.585507951969436,9.0
8629,11,13,1983,5,DM,M,35.48764919909498,52.0
8630,11,13,1983,6,DS,M,55.772701871037796,138.0
8631,11,13,1983,2,DM,M,33.084360477488374,37.0
8632,11,13,1983,11,DS,F,47.83523621186872,98.0
8633,11,13,1983,15,OT,F,17.550473493977435,23.0
8634,11,13,1983,1,DO,F,33.60387898359457,37.0
8635,11,13,1983,4,DM,M,36.68797510763689,37.0
8636,11,13,1983,1,NL,M,28.367454803020248,218.0
8637,11,13,1983,5,OL,M,19.876744546074804,39.0
8638,11,13,1983,11,DS,F,46.685091749634516,100.0
8639,11,13,1983,11,DM,M,32.71006660011755,38.0
8640,11,13,1983,1,DM,M,34.708232380879636,39.0
8641,11,13,1983,15,AH,,,
8642,11,13,1983,8,DS,F,47.63092428517268,121.0
8643,11,13,1983,7,PM,M,19.19414340381713,21.0
8644,11,13,1983,7,PM,M,19.78260906955923,21.0
8645,11,13,1983,3,PP,F,19.59170752573948,13.0
8646,11,13,1983,9,DO,M,34.37944050209697,49.0
8647,11,13,1983,9,DS,F,48.102338272574954,115.0
8648,11,13,1983,7,PM,F,21.699641565465427,17.0
8649,11,13,1983,1,DO,F,36.996115405621715,46.0
8650,11,13,1983,2,OT,M,19.096965686910533,24.0
8651,11,13,1983,6,DM,F,36.99731886582357,33.0
8652,11,13,1983,11,NL,M,34.28352262833398,171.0
8653,11,13,1983,1,DM,F,37.43297893578023,34.0
8654,11,13,1983,2,DS,M,51.2022017479701,124.0
8655,11,13,1983,5,OL,F,20.87828573612409,36.0
8656,11,13,1983,2,DM,F,32.136403382931626,37.0
8657,11,13,1983,2,NL,F,33.73959041455276,158.0
8658,11,13,1983,5,DM,M,37.951108759151175,42.0
8659,11,13,1983,4,DS,M,52.15624247498317,126.0
8660,11,13,1983,9,DM,F,37.76618879363912,37.0
8661,11,13,1983,5,DM,F,32.78655497681076,34.0
8662,11,13,1983,8,DO,M,32.288945421023406,47.0
8663,11,13,1983,11,DS,F,51.784392521202996,120.0
8664,11,13,1983,3,RM,M,13.633511410911005,7.0
8665,11,13,1983,7,RM,M,15.938234678269652,9.0
8666,11,13,1983,1,DM,F,35.66416529194852,38.0
8667,11,13,1983,1,DM,F,35.00883544014305,33.0
8668,11,13,1983,15,NL,F,32.31364593544343,148.0
8669,11,13,1983,5,DM,M,32.453567363883565,37.0
8670,11,13,1983,2,OT,F,20.096738889477933,25.0
8671,11,13,1983,9,DM,F,37.321361433054,34.0
8672,11,13,1983,1,DM,M,31.038054893803206,36.0
8673,11,13,1983,3,DM,F,,
8674,11,13,1983,9,DS,M,50.31152768449913,115.0
8675,11,13,1983,2,NL,F,35.911028119881365,164.0
8676,11,13,1983,9,DO,M,36.840448463788825,36.0
8677,11,13,1983,3,PM,M,22.838967466379138,21.0
8678,11,13,1983,5,DM,M,34.25209509775966,43.0
8679,11,13,1983,1,OL,F,22.54980834258244,31.0
8680,11,13,1983,11,DM,F,34.59137438379833,30.0
8681,11,13,1983,4,DS,F,48.51072451024865,117.0
8682,11,13,1983,11,DS,M,47.131996278940115,129.0
8683,11,13,1983,8,DO,M,33.48192002996267,48.0
8684,11,13,1983,11,DM,F,32.70762314433412,30.0
8685,11,13,1983,4,DM,F,37.72070508631216,37.0
8686,11,13,1983,5,OT,F,20.343451515589734,29.0
8687,11,13,1983,9,DS,M,51.55188229813545,130.0
8688,11,13,1983,10,,,,
8689,12,8,1983,19,PM,M,21.174317048458462,22.0
8690,12,8,1983,12,DS,F,52.637226226672055,127.0
8691,12,8,1983,20,PC,,,
8692,12,8,1983,24,DO,M,34.17591649386983,51.0
8693,12,8,1983,16,RM,F,17.190369148880556,8.0
8694,12,8,1983,24,PE,M,22.426572536823734,17.0
8695,12,8,1983,12,OT,F,21.92358293427605,23.0
8696,12,8,1983,22,DM,F,37.90361828658972,37.0
8697,12,8,1983,20,AB,,,
8698,12,8,1983,24,PE,F,18.30783489317027,17.0
8699,12,8,1983,12,NL,F,29.4360827337161,170.0
8700,12,8,1983,14,OL,M,18.438954986128273,46.0
8701,12,8,1983,24,DO,F,35.4699585398022,39.0
8702,12,8,1983,18,OL,M,20.13271776886513,34.0
8703,12,8,1983,12,OL,F,20.331624394025596,34.0
8704,12,8,1983,20,DS,F,49.611075715043036,119.0
8705,12,8,1983,12,RM,F,15.431545938428059,7.0
8706,12,8,1983,14,DM,M,35.031566277870056,44.0
